Gene	trt1	trt2	trt3	trt4	ctl1	ctl2	ctl3	ctl4
Zm00001eb090030	0	0	0	0	0	0	0	0
Zm00001eb090050	0	0	0	0	0	0	0	0
Zm00001eb090060	857	728	259	284	378	365	117	170
Zm00001eb090070	3	10	0	0	0	0	0	0
Zm00001eb090080	57	42	12	11	22	20	16	7
Zm00001eb090090	0	0	0	0	0	0	0	0
Zm00001eb090100	0	0	0	0	0	0	0	0
Zm00001eb090110	115	56	60	77	84	49	0	43
Zm00001eb090120	17	5	23	19	10	12	0	15
Zm00001eb090130	0	0	14	0	5	0	0	0
Zm00001eb090140	0	6	11	9	35	12	14	15
Zm00001eb090160	38	38	7	41	0	0	0	0
Zm00001eb090170	2353	2815	2462	2243	3261	2149	2168	2169
Zm00001eb090190	195	308	287	255	191	165	101	147
Zm00001eb090200	30	39	39	16	27	40	43	38
Zm00001eb090210	0	0	0	0	0	0	0	0
Zm00001eb090220	0	0	0	0	0	0	0	0
Zm00001eb090230	6	0	0	0	4	12	0	10
Zm00001eb090260	0	0	0	0	0	0	0	0
Zm00001eb090270	0	0	0	0	0	0	0	0
Zm00001eb090290	0	0	0	0	0	0	0	0
Zm00001eb090310	0	0	0	0	0	0	0	0
Zm00001eb090320	0	0	0	0	0	0	0	0
Zm00001eb090330	0	0	0	0	0	0	0	0
Zm00001eb090340	0	0	0	0	0	0	0	0
Zm00001eb090350	5	5	6	13	51	46	22	52
Zm00001eb090360	0	0	0	0	0	0	0	0
Zm00001eb090370	80	107	44	53	102	51	51	66
Zm00001eb090390	86	64	60	82	70	63	60	67
Zm00001eb090410	0	0	0	0	0	0	0	0
Zm00001eb090420	0	0	0	0	0	0	0	0
Zm00001eb090430	72	30	31	51	103	61	61	39
Zm00001eb090440	0	0	0	0	0	0	0	0
Zm00001eb090450	0	0	0	0	0	0	0	0
Zm00001eb090480	0	0	0	0	0	0	0	0
Zm00001eb090490	0	0	0	0	0	0	0	0
Zm00001eb090500	4	10	0	8	11	2	3	0
Zm00001eb090510	969	1040	898	1075	1415	949	768	943
Zm00001eb090520	0	0	0	0	0	0	0	0
Zm00001eb090530	0	0	0	0	0	0	0	0
Zm00001eb090540	506	577	473	319	616	536	286	344
Zm00001eb090570	0	0	0	0	0	0	0	0
Zm00001eb090590	944	1153	883	1048	1375	872	877	1067
Zm00001eb090610	0	0	0	0	0	0	0	0
Zm00001eb090620	487	601	332	347	1236	868	519	706
Zm00001eb090640	0	0	0	0	0	0	0	0
Zm00001eb090650	5	0	0	0	0	4	0	3
Zm00001eb090670	1106	1318	1243	1214	1180	793	840	1027
Zm00001eb090690	0	0	0	0	0	0	0	0
Zm00001eb090700	208	169	121	70	271	128	126	114
Zm00001eb090710	0	0	0	0	0	0	0	0
Zm00001eb090720	0	0	0	8	0	0	0	0
Zm00001eb090730	5748	6699	5840	6640	6312	4765	5254	5907
Zm00001eb090740	0	0	0	0	0	0	0	0
Zm00001eb090750	0	0	0	0	0	0	0	0
Zm00001eb090760	0	4	6	0	1	2	4	0
Zm00001eb090780	0	0	5	0	0	0	0	0
Zm00001eb090820	0	0	0	0	0	0	0	0
Zm00001eb090830	19	35	5	24	33	25	3	2
Zm00001eb090840	0	6	17	0	30	15	27	36
Zm00001eb090850	0	0	0	0	7	0	0	8
Zm00001eb090870	0	0	0	0	0	0	0	0
Zm00001eb090880	98	43	66	46	89	45	69	34
Zm00001eb090890	0	0	0	0	0	0	0	0
Zm00001eb090900	0	0	6	0	0	3	0	1
Zm00001eb090910	0	0	0	0	0	0	0	0
Zm00001eb090920	2173	2473	2046	2060	2974	2049	1877	2226
Zm00001eb090960	0	0	0	0	0	0	0	0
Zm00001eb090970	0	0	0	0	0	0	0	0
Zm00001eb090980	1251	1200	1022	953	1689	1153	749	1003
Zm00001eb090990	261	291	183	216	378	217	121	264
Zm00001eb091000	42	90	63	90	107	33	80	32
Zm00001eb091010	391	468	401	375	501	344	327	321
Zm00001eb091020	4	0	0	0	0	0	0	0
Zm00001eb091030	0	0	0	0	0	0	0	0
Zm00001eb091040	0	0	0	0	0	0	0	0
Zm00001eb091050	9	4	0	0	3	3	5	5
Zm00001eb091060	812	951	783	916	750	515	620	837
Zm00001eb091070	2	18	5	15	21	24	27	13
Zm00001eb091080	0	0	0	0	0	0	0	0
Zm00001eb091090	0	0	0	0	0	0	0	0
Zm00001eb091100	0	0	0	0	0	0	0	0
Zm00001eb091110	0	0	0	0	0	0	0	3
Zm00001eb091120	0	0	0	0	0	0	0	0
Zm00001eb091130	0	0	0	0	0	0	0	0
Zm00001eb091140	0	0	0	0	0	0	0	0
Zm00001eb091160	0	0	0	0	0	0	0	0
Zm00001eb091170	0	0	0	0	0	0	0	0
Zm00001eb091180	0	0	0	0	0	0	0	0
Zm00001eb091190	0	0	0	0	0	0	0	0
Zm00001eb091200	4162	4666	3352	3231	9427	6135	4967	4324
Zm00001eb091210	79	64	46	84	60	57	14	53
Zm00001eb091220	0	0	0	0	0	0	0	0
Zm00001eb091230	1483	1727	1634	1556	2219	1470	1375	1895
Zm00001eb091240	315	308	329	311	302	191	108	229
Zm00001eb091250	0	12	9	9	1	4	0	2
Zm00001eb091260	1519	1481	1390	1516	1757	1228	1121	1490
Zm00001eb091270	1082	1253	1056	922	1728	1150	1067	1343
Zm00001eb091280	0	0	0	0	0	0	0	0
Zm00001eb091290	0	0	0	0	0	0	0	0
Zm00001eb091300	7	0	0	0	0	0	0	0
Zm00001eb091310	0	0	0	0	0	0	0	0
Zm00001eb091340	0	0	0	0	0	0	0	0
Zm00001eb091350	783	889	770	758	1205	992	870	861
Zm00001eb091360	0	0	0	0	0	0	0	0
Zm00001eb091370	43	51	10	14	0	4	8	2
Zm00001eb091380	0	0	0	0	0	0	0	0
Zm00001eb091390	0	0	0	0	0	0	0	0
Zm00001eb091400	0	3	0	11	9	0	0	0
Zm00001eb091410	0	0	0	0	0	0	0	0
Zm00001eb091420	0	0	0	0	0	0	0	0
Zm00001eb091430	0	0	0	0	0	0	0	0
Zm00001eb091460	0	0	0	0	0	0	0	0
Zm00001eb091470	3514	3824	3333	3305	5811	4506	3842	3444
Zm00001eb091480	0	0	0	0	0	0	0	0
Zm00001eb091490	115	84	73	60	170	132	75	139
Zm00001eb091500	73	22	103	36	92	54	68	86
Zm00001eb091510	21	9	6	16	23	24	24	15
Zm00001eb091520	0	0	0	0	0	0	0	0
Zm00001eb091530	500	598	636	664	419	365	644	655
Zm00001eb091540	1761	1839	1660	1500	1706	1205	1286	1505
Zm00001eb091550	0	0	0	0	0	0	0	0
Zm00001eb091560	310	230	262	256	234	184	157	215
Zm00001eb091570	397	388	324	402	396	365	304	371
Zm00001eb091580	322	441	410	282	433	317	244	348
Zm00001eb091590	0	0	0	0	0	0	0	0
Zm00001eb091600	0	0	0	0	0	0	0	0
Zm00001eb091610	0	0	0	0	0	0	0	0
Zm00001eb091620	2261	2979	2497	2441	3408	2511	2213	2467
Zm00001eb091630	0	0	0	0	0	0	0	0
Zm00001eb091640	420	482	403	453	592	412	614	570
Zm00001eb091650	0	0	0	0	0	0	0	0
Zm00001eb091660	0	0	0	0	0	0	0	0
Zm00001eb091670	1650	1915	2033	1698	2142	1810	1665	1794
Zm00001eb091680	0	0	0	0	0	0	0	0
Zm00001eb091690	0	0	0	0	0	0	0	0
Zm00001eb091700	65	76	78	59	685	534	434	433
Zm00001eb091710	1020	1213	1122	1085	2100	1457	1296	1596
Zm00001eb091720	40	43	21	48	81	34	43	16
Zm00001eb091730	0	0	0	0	0	0	0	0
Zm00001eb091740	0	0	0	0	5	0	7	0
Zm00001eb091750	0	0	0	5	2	0	0	0
Zm00001eb091760	0	0	0	0	0	0	0	0
Zm00001eb091770	5	13	3	20	6	5	12	4
Zm00001eb091780	6047	6798	5442	5617	6397	5299	4583	4736
Zm00001eb091800	0	0	0	0	0	0	0	0
Zm00001eb091810	0	0	0	1	3	0	0	3
Zm00001eb091820	0	0	0	0	0	0	0	0
Zm00001eb091830	0	0	0	0	0	0	0	0
Zm00001eb091840	0	0	0	0	0	0	0	0
Zm00001eb091850	1392	1583	1270	1215	4565	2965	2473	1921
Zm00001eb091870	420	468	529	345	420	348	472	526
Zm00001eb091890	0	0	0	0	0	0	0	0
Zm00001eb091900	612	808	685	785	799	482	545	667
Zm00001eb091910	0	0	0	0	0	0	0	0
Zm00001eb091920	25	20	20	9	34	23	13	14
Zm00001eb091930	0	0	0	0	0	0	0	0
Zm00001eb091940	0	2	0	5	3	0	0	0
Zm00001eb091960	12	8	7	0	38	26	23	15
Zm00001eb091980	107	83	67	26	64	34	43	62
Zm00001eb092000	0	0	0	0	0	0	0	0
Zm00001eb092010	0	0	0	0	0	0	0	0
Zm00001eb092020	0	0	0	0	0	0	0	0
Zm00001eb092030	0	0	0	0	0	0	0	0
Zm00001eb092040	189	200	199	158	270	191	120	202
Zm00001eb092050	0	0	0	0	0	0	0	0
Zm00001eb092060	9	11	11	24	6	10	2	10
Zm00001eb092070	81	80	63	139	41	36	80	116
Zm00001eb092080	223	278	194	183	393	264	255	173
Zm00001eb092090	109	91	111	92	254	140	113	158
Zm00001eb092100	392	374	287	357	559	430	442	321
Zm00001eb092110	0	5	6	0	0	1	0	0
Zm00001eb092120	0	0	1	0	0	3	3	5
Zm00001eb092130	0	0	0	0	0	0	0	0
Zm00001eb092140	0	0	0	0	0	0	0	0
Zm00001eb092150	0	0	0	0	0	0	0	0
Zm00001eb092160	0	0	0	0	0	0	0	0
Zm00001eb092170	0	0	0	0	0	0	0	0
Zm00001eb092180	11	46	38	19	85	62	42	54
Zm00001eb092190	0	0	0	0	0	0	0	0
Zm00001eb092200	0	0	0	0	0	0	0	0
Zm00001eb092210	0	0	0	0	0	0	0	0
Zm00001eb092220	0	0	0	0	8	0	0	7
Zm00001eb092230	350	352	370	347	526	424	309	452
Zm00001eb092240	0	3	0	0	0	0	34	3
Zm00001eb092250	0	0	0	0	0	0	0	0
Zm00001eb092260	40	94	117	53	125	94	165	121
Zm00001eb092270	0	0	0	0	0	0	0	0
Zm00001eb092280	163	217	197	111	304	229	175	293
Zm00001eb092300	0	0	0	0	0	0	0	0
Zm00001eb092310	0	0	0	0	0	0	0	0
Zm00001eb092320	0	0	0	0	0	0	0	0
Zm00001eb092330	0	0	0	0	0	0	0	0
Zm00001eb092340	0	0	0	0	0	0	0	0
Zm00001eb092350	0	0	0	0	0	0	0	0
Zm00001eb092360	0	0	0	0	0	0	0	0
Zm00001eb092370	0	0	0	0	0	0	0	0
Zm00001eb092380	0	0	0	0	0	0	0	0
Zm00001eb092390	0	0	0	0	0	0	0	0
Zm00001eb092400	0	0	0	0	0	0	0	0
Zm00001eb092410	0	0	0	0	0	0	0	0
Zm00001eb092430	0	0	0	0	0	0	0	0
Zm00001eb092440	0	0	0	0	0	0	0	0
Zm00001eb092450	0	0	0	0	0	0	0	0
Zm00001eb092460	0	0	0	0	0	0	0	0
Zm00001eb092470	0	0	0	0	0	0	0	0
Zm00001eb092480	0	0	0	0	0	0	0	0
Zm00001eb092490	0	0	0	0	0	0	0	0
Zm00001eb092500	0	0	0	0	0	0	0	0
Zm00001eb092510	0	0	0	0	0	0	0	0
Zm00001eb092520	0	0	0	0	0	0	0	0
Zm00001eb092530	0	0	0	0	0	0	0	0
Zm00001eb092540	0	5	0	0	27	0	0	20
Zm00001eb092550	9	12	20	15	22	16	13	20
Zm00001eb092570	223	314	230	207	415	204	179	248
Zm00001eb092580	0	0	0	0	0	0	0	0
Zm00001eb092590	842	916	849	744	1035	872	913	828
Zm00001eb092600	0	3	5	0	16	2	0	0
Zm00001eb092610	0	0	0	0	0	0	0	0
Zm00001eb092620	0	0	0	0	0	0	0	0
Zm00001eb092630	37	46	116	64	57	82	96	69
Zm00001eb092640	90	106	70	54	129	73	56	66
Zm00001eb092650	0	0	0	0	0	0	0	0
Zm00001eb092660	0	0	0	0	0	0	0	0
Zm00001eb092670	0	0	0	0	0	0	0	0
Zm00001eb092690	84	68	77	76	142	111	48	72
Zm00001eb092700	0	0	0	0	0	0	0	0
Zm00001eb092710	0	0	0	0	0	0	0	0
Zm00001eb092720	19	16	16	7	18	19	31	15
Zm00001eb092730	8	6	9	0	23	0	12	22
Zm00001eb092750	92	121	93	132	166	145	93	117
Zm00001eb092770	9591	10095	6010	6352	24948	16879	9593	10874
Zm00001eb092780	5	0	16	1	14	30	12	6
Zm00001eb092790	4	15	14	8	16	3	11	6
Zm00001eb092800	0	6	7	0	16	22	8	15
Zm00001eb092810	610	650	556	476	749	601	472	334
Zm00001eb092830	0	0	0	0	0	0	0	0
Zm00001eb092840	222	337	305	194	334	224	312	265
Zm00001eb092850	5	0	0	0	0	0	0	0
Zm00001eb092870	394	465	361	402	567	270	292	425
Zm00001eb092880	87	94	115	85	192	294	250	320
Zm00001eb092890	24	12	11	0	30	18	0	0
Zm00001eb092900	51	55	92	121	52	42	37	52
Zm00001eb092910	0	0	0	0	0	0	0	0
Zm00001eb092920	0	0	0	0	0	0	0	0
Zm00001eb092940	0	0	0	0	0	0	0	0
Zm00001eb092950	0	0	0	0	0	0	0	0
Zm00001eb092960	0	0	0	0	0	0	0	0
Zm00001eb092970	0	0	0	0	0	0	0	0
Zm00001eb092980	0	0	0	0	0	0	0	0
Zm00001eb092990	0	0	0	0	0	0	0	0
Zm00001eb093000	0	0	0	0	0	0	0	0
Zm00001eb093010	0	0	0	0	0	0	0	0
Zm00001eb093020	0	0	0	0	0	0	0	0
Zm00001eb093040	0	0	0	0	0	0	0	0
Zm00001eb093050	0	0	0	0	0	0	0	0
Zm00001eb093060	0	0	0	0	0	0	0	0
Zm00001eb093070	0	0	0	0	0	0	0	0
Zm00001eb093090	3	0	0	0	9	14	9	0
Zm00001eb093110	0	0	0	0	0	0	0	0
Zm00001eb093120	276	433	197	260	347	204	255	248
Zm00001eb093130	59	95	80	111	79	54	76	61
Zm00001eb093140	43	69	39	19	119	126	48	63
Zm00001eb093150	34	13	10	32	17	12	15	29
Zm00001eb093160	530	1014	646	671	702	498	655	610
Zm00001eb093170	0	0	0	0	0	0	0	0
Zm00001eb093180	0	0	0	0	0	0	0	0
Zm00001eb093190	0	0	0	0	0	0	0	0
Zm00001eb093200	0	0	0	0	0	0	0	0
Zm00001eb093210	285	292	211	243	458	349	375	305
Zm00001eb093230	0	0	0	0	0	0	0	0
Zm00001eb093240	0	0	0	0	0	0	0	0
Zm00001eb093250	932	1299	1434	1035	1407	1161	1042	1324
Zm00001eb093260	178	224	122	148	258	177	140	172
Zm00001eb093270	174	211	135	161	205	152	52	115
Zm00001eb093280	2357	2753	2559	2165	3764	2767	2575	3167
Zm00001eb093290	402	403	342	373	316	295	261	491
Zm00001eb093300	120	108	98	84	125	109	127	116
Zm00001eb093320	778	992	813	787	1219	878	892	905
Zm00001eb093330	0	0	0	0	0	0	0	0
Zm00001eb093340	0	0	0	0	0	0	0	0
Zm00001eb093350	1	6	0	0	94	128	165	22
Zm00001eb093360	45	53	60	33	258	226	348	178
Zm00001eb093370	0	0	0	0	0	0	0	0
Zm00001eb093380	292	404	289	308	381	237	239	273
Zm00001eb093390	348	396	302	356	415	274	271	342
Zm00001eb093400	478	633	416	444	517	383	347	464
Zm00001eb093410	44	32	31	26	22	37	18	34
Zm00001eb093420	8	18	8	0	27	11	0	23
Zm00001eb093430	88	67	130	100	284	165	224	193
Zm00001eb093440	4	6	31	16	21	4	15	15
Zm00001eb093450	5	0	0	5	0	0	1	0
Zm00001eb093460	765	959	789	624	797	660	785	823
Zm00001eb093480	5	0	7	0	0	9	7	11
Zm00001eb093490	357	429	343	319	311	270	220	346
Zm00001eb093500	0	0	1	5	0	0	6	0
Zm00001eb093510	0	15	6	0	11	10	9	31
Zm00001eb093520	0	0	0	0	0	0	0	0
Zm00001eb093540	315	263	214	260	438	242	307	243
Zm00001eb093550	78	79	88	80	53	119	55	83
Zm00001eb093560	18	10	6	0	2	0	2	18
Zm00001eb093570	0	0	0	0	0	0	0	0
Zm00001eb093580	4422	4592	3246	3567	7760	5551	3702	4101
Zm00001eb093590	3689	4143	3265	3308	4122	3148	2621	3101
Zm00001eb093600	0	0	0	0	0	0	0	0
Zm00001eb093610	749	906	747	978	869	747	754	806
Zm00001eb093620	0	0	0	0	0	0	0	0
Zm00001eb093630	262	283	343	424	337	315	242	302
Zm00001eb093640	1981	2059	1687	1933	2512	1790	1755	1801
Zm00001eb093650	991	1187	1170	1164	1184	1058	1046	1309
Zm00001eb093670	146	128	153	245	243	260	145	318
Zm00001eb093680	265	269	200	225	469	262	289	239
Zm00001eb093690	447	380	303	332	748	495	303	391
Zm00001eb093700	0	0	0	0	0	0	0	0
Zm00001eb093710	0	0	0	0	0	0	0	0
Zm00001eb093730	184	165	154	102	216	156	138	191
Zm00001eb093750	435	406	334	516	672	364	552	540
Zm00001eb093770	388	411	279	323	461	349	169	238
Zm00001eb093780	0	5	0	0	0	0	0	0
Zm00001eb093790	0	0	0	0	0	0	0	0
Zm00001eb093800	906	1267	708	813	421	355	164	217
Zm00001eb093810	0	0	0	14	4	4	0	0
Zm00001eb093820	0	0	0	0	0	0	0	0
Zm00001eb093830	0	0	0	0	0	0	0	0
Zm00001eb093840	0	0	0	0	0	0	0	0
Zm00001eb093870	0	0	2	0	5	0	0	8
Zm00001eb093880	0	0	0	0	0	0	0	0
Zm00001eb093890	178	210	122	133	506	404	308	334
Zm00001eb093900	149	248	135	141	216	234	99	103
Zm00001eb093910	34	57	46	58	68	35	19	45
Zm00001eb093920	0	0	0	0	0	0	0	0
Zm00001eb093930	16	28	9	36	22	14	13	12
Zm00001eb093940	0	0	0	0	0	0	0	0
Zm00001eb093950	28	83	71	71	77	62	48	51
Zm00001eb093970	1766	1828	1527	1633	2741	1783	1706	2172
Zm00001eb093980	1112	1124	651	823	842	626	539	704
Zm00001eb094000	799	821	800	864	936	779	1007	991
Zm00001eb094010	0	0	0	0	0	0	0	0
Zm00001eb094020	0	0	0	0	0	0	0	0
Zm00001eb094030	0	0	0	0	0	0	0	0
Zm00001eb094040	58	58	41	55	15	8	9	19
Zm00001eb094050	372	344	282	225	354	231	271	287
Zm00001eb094060	0	2	0	0	0	0	0	2
Zm00001eb094070	25	32	40	5	0	2	14	19
Zm00001eb094080	0	0	0	0	0	0	0	0
Zm00001eb094090	0	0	0	0	0	0	0	0
Zm00001eb094100	0	0	0	0	0	0	0	0
Zm00001eb094110	0	0	0	1	0	0	0	0
Zm00001eb094120	0	0	0	0	0	0	0	0
Zm00001eb094130	0	0	0	0	0	0	0	0
Zm00001eb094140	0	0	0	0	0	0	0	0
Zm00001eb094150	0	0	0	0	0	0	0	0
Zm00001eb094160	138	120	98	107	213	74	49	104
Zm00001eb094170	25	57	10	17	19	30	13	21
Zm00001eb094180	107	107	89	111	161	118	154	224
Zm00001eb094190	0	0	0	0	0	0	0	0
Zm00001eb094200	0	0	0	0	0	0	0	0
Zm00001eb094210	217	276	173	143	231	115	142	190
Zm00001eb094220	2593	3158	2470	2687	3813	2855	2253	2977
Zm00001eb094230	3	41	44	15	0	0	0	1
Zm00001eb094240	70	46	60	91	71	43	37	58
Zm00001eb094250	2825	2881	2872	2843	3583	2172	2633	2869
Zm00001eb094260	0	0	0	0	0	0	0	0
Zm00001eb094270	0	0	0	0	0	0	0	0
Zm00001eb094300	685	884	833	622	824	636	671	754
Zm00001eb094310	152	206	227	202	279	214	215	242
Zm00001eb094320	349	522	347	510	467	381	434	617
Zm00001eb094330	0	9	16	22	8	20	14	24
Zm00001eb094340	1889	1871	1807	1832	2017	1525	1362	1468
Zm00001eb094350	503	533	414	350	435	368	205	488
Zm00001eb094360	0	0	0	0	0	0	0	0
Zm00001eb094370	755	877	778	825	596	601	651	768
Zm00001eb094380	917	1185	1046	1015	860	822	978	1274
Zm00001eb094390	1472	1485	1651	1298	2267	1846	1918	1933
Zm00001eb094400	991	1233	994	1107	1373	1032	931	864
Zm00001eb094410	22	37	37	26	44	32	45	45
Zm00001eb094420	544	580	576	514	614	495	445	548
Zm00001eb094430	0	0	0	0	0	0	0	0
Zm00001eb094440	0	0	0	0	0	0	0	0
Zm00001eb094450	0	0	0	0	0	0	0	0
Zm00001eb094460	16	15	31	19	22	20	19	3
Zm00001eb094480	450	592	435	328	664	458	396	391
Zm00001eb094490	0	0	0	0	0	0	0	0
Zm00001eb094510	0	0	0	0	0	0	0	0
Zm00001eb094520	6652	7130	6608	6439	7574	5238	4764	6222
Zm00001eb094540	729	764	847	751	1007	782	716	711
Zm00001eb094550	1115	1359	970	926	1174	850	803	923
Zm00001eb094560	74	82	48	46	63	33	77	34
Zm00001eb094570	224	170	144	95	79	38	31	62
Zm00001eb094580	297	323	265	345	427	285	194	225
Zm00001eb094590	0	0	0	0	0	0	0	0
Zm00001eb094600	0	0	0	0	0	0	0	0
Zm00001eb094610	90	62	94	57	135	98	118	81
Zm00001eb094620	65	114	49	80	61	33	29	24
Zm00001eb094630	200	204	193	258	144	131	174	194
Zm00001eb094640	191	133	159	153	19	32	21	64
Zm00001eb094650	146	178	166	118	40	48	32	31
Zm00001eb094660	599	555	492	407	77	114	169	182
Zm00001eb094670	537	630	620	498	756	577	603	715
Zm00001eb094680	0	0	3	0	0	0	0	0
Zm00001eb094690	170	199	154	201	191	113	87	119
Zm00001eb094700	818	931	645	781	1381	960	849	940
Zm00001eb094710	444	329	283	194	867	614	218	255
Zm00001eb094720	10	7	0	0	12	2	0	8
Zm00001eb094730	724	965	791	1124	846	685	575	757
Zm00001eb094740	20	20	6	9	26	23	17	9
Zm00001eb094750	31	39	21	8	25	35	17	14
Zm00001eb094760	0	0	0	0	0	0	0	0
Zm00001eb094770	2037	2127	1493	1695	2498	1630	1454	1555
Zm00001eb094780	0	0	0	0	0	0	0	0
Zm00001eb094790	0	0	0	0	0	0	0	0
Zm00001eb094810	0	0	0	0	0	0	0	0
Zm00001eb094830	0	0	0	0	0	0	0	0
Zm00001eb094840	272	316	327	368	274	198	307	290
Zm00001eb094850	0	0	0	0	0	0	0	0
Zm00001eb094860	351	344	373	517	366	301	376	364
Zm00001eb094870	554	679	458	467	630	390	469	524
Zm00001eb094880	170	252	175	219	281	236	282	288
Zm00001eb094890	0	0	19	13	4	4	9	9
Zm00001eb094900	0	0	0	0	0	0	0	0
Zm00001eb094910	156	138	149	168	254	184	141	179
Zm00001eb094930	51	122	64	42	84	55	46	83
Zm00001eb094940	405	512	405	420	492	372	416	312
Zm00001eb094950	0	0	0	0	0	0	0	0
Zm00001eb094960	424	591	635	525	731	532	661	699
Zm00001eb094970	351	281	289	226	334	257	277	193
Zm00001eb094980	0	0	0	0	0	0	0	0
Zm00001eb094990	274	293	368	378	401	359	420	350
Zm00001eb095000	1347	1419	1330	1227	1903	1549	1701	1552
Zm00001eb095010	0	0	5	0	0	2	0	0
Zm00001eb095020	141	80	24	44	139	186	168	122
Zm00001eb095030	838	919	695	683	2101	1348	1477	1104
Zm00001eb095040	14	17	0	0	34	24	3	10
Zm00001eb095050	227	129	171	179	205	140	138	198
Zm00001eb095060	14	5	7	7	15	9	14	6
Zm00001eb095070	27	16	12	33	29	23	7	10
Zm00001eb095080	319	408	236	310	352	240	242	233
Zm00001eb095100	139	135	122	108	181	101	31	91
Zm00001eb095110	53	56	48	45	67	45	122	26
Zm00001eb095120	0	0	0	0	0	0	0	0
Zm00001eb095130	0	0	0	0	0	0	0	0
Zm00001eb095150	0	0	0	0	0	0	0	0
Zm00001eb095160	0	0	0	0	0	0	0	0
Zm00001eb095170	0	0	0	0	0	0	0	0
Zm00001eb095180	0	0	0	0	0	0	0	0
Zm00001eb095190	75	75	62	61	78	70	34	75
Zm00001eb095200	161	180	175	104	76	105	117	159
Zm00001eb095210	0	0	0	0	0	4	0	0
Zm00001eb095220	0	0	0	0	0	0	0	0
Zm00001eb095230	5220	5293	5074	5073	5507	4416	4373	4511
Zm00001eb095240	934	1264	1081	1114	1340	1106	1278	1167
Zm00001eb095250	0	0	0	0	0	0	0	0
Zm00001eb095260	494	599	482	502	585	418	455	651
Zm00001eb095270	76	41	68	29	132	55	70	79
Zm00001eb095280	0	5	1	0	0	11	0	1
Zm00001eb095290	289	414	309	332	403	299	332	378
Zm00001eb095300	159	202	200	204	281	210	152	221
Zm00001eb095310	98	66	75	62	129	82	128	90
Zm00001eb095320	0	0	0	0	0	0	0	0
Zm00001eb095330	625	543	447	501	681	420	500	489
Zm00001eb095340	0	0	0	0	0	0	0	0
Zm00001eb095350	346	262	237	322	141	135	50	97
Zm00001eb095360	13	5	8	0	3	11	0	11
Zm00001eb095370	41	24	33	83	56	31	55	70
Zm00001eb095390	532	465	441	292	312	241	276	314
Zm00001eb095400	0	0	0	0	0	0	0	0
Zm00001eb095410	779	998	747	733	1159	825	690	758
Zm00001eb095420	0	0	0	0	0	0	0	0
Zm00001eb095430	35	38	33	8	42	33	36	19
Zm00001eb095440	954	1133	1286	846	1347	1104	1117	1219
Zm00001eb095450	0	0	0	0	0	2	0	0
Zm00001eb095460	0	0	0	0	0	0	0	0
Zm00001eb095470	0	0	0	0	0	6	0	0
Zm00001eb095480	246	209	249	275	318	232	202	189
Zm00001eb095500	123	164	192	202	310	208	179	270
Zm00001eb095510	1859	2234	2136	2196	2099	1792	1668	1770
Zm00001eb095520	0	0	0	0	0	0	0	0
Zm00001eb095530	31	108	54	51	66	71	114	89
Zm00001eb095540	7936	9009	9221	8334	10124	7737	8263	9678
Zm00001eb095550	0	0	0	0	0	0	0	0
Zm00001eb095560	1290	1595	1409	1423	1404	1209	1488	1873
Zm00001eb095570	5	0	5	34	21	11	27	15
Zm00001eb095580	0	0	0	0	0	0	0	0
Zm00001eb095600	0	0	0	0	0	0	0	0
Zm00001eb095610	0	0	0	0	0	0	0	0
Zm00001eb095620	7	0	0	0	0	0	0	0
Zm00001eb095630	555	522	406	487	555	463	348	328
Zm00001eb095640	272	387	285	300	365	213	287	264
Zm00001eb095650	0	0	0	0	0	0	0	2
Zm00001eb095660	0	0	0	0	0	0	0	8
Zm00001eb095670	0	0	0	0	0	0	0	0
Zm00001eb095680	59	0	40	34	71	15	41	52
Zm00001eb095690	116	137	85	56	86	51	37	34
Zm00001eb095700	41	73	56	37	56	31	5	48
Zm00001eb095710	334	388	390	404	452	387	331	333
Zm00001eb095720	0	0	0	0	0	0	0	0
Zm00001eb095730	232	377	359	283	396	249	398	298
Zm00001eb095740	0	0	0	0	0	0	0	0
Zm00001eb095750	3221	3659	3444	2992	4171	3107	4147	3763
Zm00001eb095760	0	0	0	0	0	0	0	0
Zm00001eb095770	299	284	338	214	610	472	563	432
Zm00001eb095780	0	0	0	0	0	0	0	0
Zm00001eb095790	126	212	101	186	186	209	148	217
Zm00001eb095800	48	51	65	71	49	26	32	20
Zm00001eb095810	0	0	0	0	0	0	0	0
Zm00001eb095830	0	0	0	0	0	0	0	0
Zm00001eb095840	5	27	7	12	12	29	18	8
Zm00001eb095850	0	0	0	0	0	0	0	0
Zm00001eb095860	0	0	0	0	0	0	0	0
Zm00001eb095870	0	0	0	0	0	0	0	0
Zm00001eb095880	691	899	874	596	1020	759	739	1002
Zm00001eb095890	92	92	88	44	205	98	39	106
Zm00001eb095900	0	0	0	0	2	0	0	0
Zm00001eb095910	0	0	0	0	0	0	0	0
Zm00001eb095920	208	151	159	229	154	185	159	185
Zm00001eb095930	1328	1534	1261	1142	2176	1763	1788	1529
Zm00001eb095940	0	0	0	0	0	0	0	0
Zm00001eb095950	0	0	0	0	0	0	0	0
Zm00001eb095960	1241	1318	1241	1216	1274	1030	947	1153
Zm00001eb095970	0	0	0	0	0	0	0	0
Zm00001eb095980	2027	2443	2181	2279	2217	1866	1876	2077
Zm00001eb095990	0	0	0	0	0	0	0	0
Zm00001eb096000	0	0	0	0	0	0	0	0
